"","species","varval","genus","family","order","class","phylum","kingdom"
"105320","Diclidurus isabellus",12.61,"Diclidurus","Emballonuridae","Chiroptera","Mammalia","Chordata","Animalia"
"105324","Diclidurus scutatus",13.62,"Diclidurus","Emballonuridae","Chiroptera","Mammalia","Chordata","Animalia"
"105328","Dicrodon guttulatum",52.4807460249773,"Dicrodon","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"105339","Dicrodon heterolepis",46.8,"Dicrodon","Teiidae","Squamata","Reptilia","Chordata","Animalia"
"105347","Dicrostonyx groenlandicus",58.5918181818182,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105404","Dicrostonyx hudsonius",57,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105414","Dicrostonyx nelsoni",51.5855555555556,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105443","Dicrostonyx nunatakensis",51.5855555555556,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105471","Dicrostonyx richardsoni",52.2063636363636,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105512","Dicrostonyx torquatus",76.4425,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105548","Dicrostonyx unalascensis",57.90875,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105584","Dicrostonyx vinogradovi",71,"Dicrostonyx","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"105602","Dicrurus adsimilis",43.82,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105618","Dicrurus aeneus",25.8666666666667,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105628","Dicrurus aldabranus",48.5,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105631","Dicrurus annectans",44,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105637","Dicrurus atripennis",39.9583333333333,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105650","Dicrurus balicassius",72.3,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105659","Dicrurus bracteatus",83.7151515154546,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105682","Dicrurus caerulescens",38.8666666666667,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105690","Dicrurus densus",78.4777777783333,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105701","Dicrurus forficatus",47.1,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105707","Dicrurus hottentottus",78.5809523814286,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105722","Dicrurus leucophaeus",40.4,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105730","Dicrurus lophorinus",73,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105734","Dicrurus ludwigii",31.5333333333333,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105747","Dicrurus macrocercus",48.45,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105757","Dicrurus megarhynchus",130,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105761","Dicrurus menagei",78.4777777783333,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105772","Dicrurus modestus",44.88,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105787","Dicrurus montanus",61,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105789","Dicrurus paradiseus",81.7,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105803","Dicrurus remifer",43.1,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105808","Dicrurus sumatranus",78.4777777783333,"Dicrurus","Dicruridae","Passeriformes","Aves","Chordata","Animalia"
"105819","Didelphis albiventris",1141.594,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"105844","Didelphis aurita",1239.59428571429,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"105909","Didelphis imperfecta",943.625,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"105918","Didelphis marsupialis",1272.02954545455,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"106001","Didelphis pernigra",943.625,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"106010","Didelphis virginiana",1778.66,"Didelphis","Didelphidae","Didelphimorphia","Mammalia","Chordata","Animalia"
"106136","Didunculus strigirostris",400,"Didunculus","Columbidae","Columbiformes","Aves","Chordata","Animalia"
"106142","Diglossa albilatera",10.5666666666667,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106152","Diglossa baritula",9.55,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106164","Diglossa brunneiventris",13.9333333333333,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106170","Diglossa caerulescens",16,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106172","Diglossa carbonaria",12.9,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106177","Diglossa cyanea",22.5,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106179","Diglossa duidae",15.4,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106189","Diglossa glauca",13,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106191","Diglossa gloriosa",12.4333333333333,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106195","Diglossa gloriosissima",16.5,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106200","Diglossa humeralis",13.85,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106210","Diglossa lafresnayii",17.5,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106215","Diglossa major",22.2,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106219","Diglossa mystacalis",18.1333333333333,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106225","Diglossa plumbea",9.82,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106238","Diglossa sittoides",9.74,"Diglossa","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106250","Diglossopis caerulescens",14.45,"Diglossopis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106259","Diglossopis cyanea",17.05,"Diglossopis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106268","Diglossopis glauca",12,"Diglossopis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106272","Diglossopis indigotica",13.7,"Diglossopis","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"106276","Dinarolacerta mosorensis",6.18898617629166,"Dinarolacerta","Lacertidae","Squamata","Reptilia","Chordata","Animalia"
"106331","Dinaromys bogdanovi",56,"Dinaromys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"106340","Dinemellia dinemelli",68.5875,"Dinemellia","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
"106350","Dinodon rufozonatum",206.044321575479,"Dinodon","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"106368","Dinomys branickii",12375,"Dinomys","Dinomyidae","Rodentia","Mammalia","Chordata","Animalia"
"106397","Dinopium benghalense",113.25,"Dinopium","Picidae","Piciformes","Aves","Chordata","Animalia"
"106409","Dinopium javanense",84.9625,"Dinopium","Picidae","Piciformes","Aves","Chordata","Animalia"
"106433","Dinopium rafflesii",110.5,"Dinopium","Picidae","Piciformes","Aves","Chordata","Animalia"
"106438","Dinopium shorii",101,"Dinopium","Picidae","Piciformes","Aves","Chordata","Animalia"
"106447","Diomedea amsterdamensis",7651.5339394,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"106588","Diomedea antipodensis",8052.8420635,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"106706","Diomedea dabbenena",8024.17131783721,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"106825","Diomedea epomophora",7780.66666666667,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"106909","Diomedea exulans",7925.02176871429,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"107065","Diomedea sanfordi",7833.5,"Diomedea","Diomedeidae","Procellariiformes","Aves","Chordata","Animalia"
"107150","Diopsittaca nobilis",150.39,"Diopsittaca","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"107169","Dioptrornis chocolatinus",23.2875,"Dioptrornis","Muscicapidae","Passeriformes","Aves","Chordata","Animalia"
"107178","Dioptrornis fischeri",25.3,"Dioptrornis","Muscicapidae","Passeriformes","Aves","Chordata","Animalia"
"107191","Diphylla ecaudata",31.571,"Diphylla","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"107220","Diphyllodes magnificus",86.1666666666667,"Diphyllodes","Paradisaeidae","Passeriformes","Aves","Chordata","Animalia"
"107239","Diphyllodes respublica",58.5,"Diphyllodes","Paradisaeidae","Passeriformes","Aves","Chordata","Animalia"
"107246","Diplodactylus conspicillatus",3.41895230206631,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107278","Diplodactylus galeatus",2.34422881531992,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107296","Diplodactylus granariensis",3.71633725545331,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107312","Diplodactylus ornatus",2.47331724013401,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107323","Diplodactylus polyophthalmus",2.83028921758926,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107334","Diplodactylus pulcher",2.52242514294681,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107356","Diplodactylus tessellatus",2.50161162879778,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107397","Diplodactylus vittatus",3.17822772932645,"Diplodactylus","Diplodactylidae","Squamata","Reptilia","Chordata","Animalia"
"107420","Diplogale hosei",1,"Diplogale","Viverridae","Carnivora","Mammalia","Chordata","Animalia"
"107425","Diploglossus bilobatus",4.67735141287198,"Diploglossus","Anguidae","Squamata","Reptilia","Chordata","Animalia"
"107434","Diploglossus legnotus",23.4422881531992,"Diploglossus","Anguidae","Squamata","Reptilia","Chordata","Animalia"
"107441","Diploglossus lessonae",55.8281218451863,"Diploglossus","Anguidae","Squamata","Reptilia","Chordata","Animalia"
"107456","Diploglossus millepunctatus",63.0957344480193,"Diploglossus","Anguidae","Squamata","Reptilia","Chordata","Animalia"
"107469","Diploglossus monotropis",223.872113856834,"Diploglossus","Anguidae","Squamata","Reptilia","Chordata","Animalia"
"107481","Diplomesodon pulchellum",10.5,"Diplomesodon","Soricidae","Soricomorpha","Mammalia","Chordata","Animalia"
"107487","Diplometopon zarudnyi",6.3057351412872,"Diplometopon","Trogonophiidae","Squamata","Reptilia","Chordata","Animalia"
"107520","Diplomys caniceps",394.49,"Diplomys","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"107523","Diplomys labilis",282.17,"Diplomys","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"107530","Diplomys rufodorsalis",72.9,"Diplomys","Echimyidae","Rodentia","Mammalia","Chordata","Animalia"
"107534","Diplothrix legata",1,"Diplothrix","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107537","Dipodillus campestris",27.99,"Dipodillus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107545","Dipodillus dasyurus",26.775,"Dipodillus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107559","Dipodillus simoni",24.25,"Dipodillus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107579","Dipodillus somalicus",28.4,"Dipodillus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107584","Dipodillus stigmonyx",28.4,"Dipodillus","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"107590","Dipodomys agilis",60.5966666666667,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107610","Dipodomys californicus",69.9728571428571,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107639","Dipodomys compactus",51.03125,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107669","Dipodomys deserti",108.375454545455,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107716","Dipodomys elator",105.82,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107721","Dipodomys gravipes",83.96,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107725","Dipodomys heermanni",63.91,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107769","Dipodomys ingens",122.805,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107779","Dipodomys merriami",36.0473333333333,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107846","Dipodomys microps",54.9457142857143,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107871","Dipodomys nelsoni",87.93,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107876","Dipodomys nitratoides",38.1105555555556,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107946","Dipodomys ordii",51.42,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"107998","Dipodomys panamintinus",61.0275,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108039","Dipodomys phillipsii",41,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108045","Dipodomys simulans",1,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108047","Dipodomys spectabilis",133.5525,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108094","Dipodomys stephensi",66.8775,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108131","Dipodomys venustus",82.84,"Dipodomys","Heteromyidae","Rodentia","Mammalia","Chordata","Animalia"
"108144","Diporiphora albilabris",3.63078054770101,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108159","Diporiphora amphiboluroides",8.7096358995608,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108174","Diporiphora arnhemica",3.23593656929628,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108191","Diporiphora australis",2.0508902738505,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108200","Diporiphora bennettii",3.23593656929628,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108215","Diporiphora bilineata",3.63078054770101,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108234","Diporiphora lalliae",3.38844156139203,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108243","Diporiphora magna",4.67735141287198,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108252","Diporiphora nobbi",6.75908529931076,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108277","Diporiphora pindan",4.16869383470335,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108286","Diporiphora reginae",6.02559586074358,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108295","Diporiphora superba",10.7151930523761,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108307","Diporiphora valens",7.94328234724282,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108316","Diporiphora winneckei",4.80783134305423,"Diporiphora","Agamidae","Squamata","Reptilia","Chordata","Animalia"
"108351","Dipsadoboa aulica",34.8337315036012,"Dipsadoboa","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108358","Dipsadoboa flavida",33.4195040026114,"Dipsadoboa","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108364","Dipsadoboa unicolor",929,"Dipsadoboa","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108369","Dipsadoboa viridis",61.1677781866859,"Dipsadoboa","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108377","Dipsas albifrons",22,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108386","Dipsas bucephala",420,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108391","Dipsas catesbyi",49.2,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108402","Dipsas gaigeae",37.2391706254569,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108408","Dipsas indica",143,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108418","Dipsas variegata",46.7,"Dipsas","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108430","Dipsina multimaculata",21.3796208950223,"Dipsina","Lamprophiidae","Squamata","Reptilia","Chordata","Animalia"
"108443","Dipsochelys dussumieri",85766.6666666667,"Dipsochelys","Testudinidae","Testudines","Reptilia","Chordata","Animalia"
"108573","Dipsosaurus dorsalis",57.2049203539052,"Dipsosaurus","Iguanidae","Squamata","Reptilia","Chordata","Animalia"
"108688","Dipus sagitta",124,"Dipus","Dipodidae","Rodentia","Mammalia","Chordata","Animalia"
"108702","Discoglossus pictus",30.705,"Discoglossus","Alytidae","Anura","Amphibia","Chordata","Animalia"
"108731","Discosura conversii",3,"Discosura","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"108735","Discosura langsdorffi",2.575,"Discosura","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"108740","Discosura longicaudus",3.4,"Discosura","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"108743","Discosura popelairii",2.5,"Discosura","Trochilidae","Apodiformes","Aves","Chordata","Animalia"
"108745","Dispholidus typus",1158.33533129759,"Dispholidus","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"108769","Distoechurus pennatus",51.81,"Distoechurus","Acrobatidae","Diprotodontia","Mammalia","Chordata","Animalia"
"108787","Diuca diuca",36.8,"Diuca","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"108792","Dives atroviolaceus",83.85,"Dives","Icteridae","Passeriformes","Aves","Chordata","Animalia"
