"","species","varval","genus","family","order","class","phylum","kingdom"
"251339","Pionites melanocephalus",150.00625,"Pionites","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251358","Pionopsitta barrabandi",153.375,"Pionopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251361","Pionopsitta caica",133.935,"Pionopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251366","Pionopsitta haematotis",150.425,"Pionopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251369","Pionopsitta pileata",126.6475,"Pionopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251379","Pionopsitta pulchra",150,"Pionopsitta","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251383","Pionus chalcopterus",218,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251386","Pionus fuscus",204.5,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251393","Pionus maximiliani",280.8325,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251402","Pionus menstruus",256.09875,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251420","Pionus senilis",212.34,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251424","Pionus sordidus",266,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251428","Pionus tumultuosus",239,"Pionus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"251432","Pipile cumanensis",1242,"Aburria","Cracidae","Craciformes","Aves","Chordata","Animalia"
"251442","Pipilo aberti",46.125,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251464","Pipilo albicollis",46.4,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251469","Pipilo chlorurus",29.2206060609091,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251507","Pipilo crissalis",50.9,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251519","Pipilo erythrophthalmus",40.2711111111111,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251582","Pipilo fuscus",44.1666666666667,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251598","Pipilo maculatus",39.609,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251664","Pipilo ocai",62.775,"Pipilo","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"251675","Pipistrellus abramus",5.14529411764706,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251748","Pipistrellus adamsi",3.2,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251752","Pipistrellus angulatus",3.2375,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251757","Pipistrellus ceylonicus",8.05,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251769","Pipistrellus collinus",4.0875,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251774","Pipistrellus coromandra",4.6725,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251781","Pipistrellus deserti",4.7,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251797","Pipistrellus hesperidus",5.33333333333333,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251808","Pipistrellus javanicus",5.54571428571429,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251822","Pipistrellus kuhlii",5.614,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251843","Pipistrellus nanulus",2.51,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251847","Pipistrellus nathusii",9.14666666666667,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251864","Pipistrellus papuanus",3.2,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251868","Pipistrellus paterculus",5.10833333333333,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251883","Pipistrellus pygmaeus",5,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251901","Pipistrellus rueppellii",7.07,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251908","Pipistrellus rusticus",4.57,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251914","Pipistrellus stenopterus",15.67,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251918","Pipistrellus tenuis",3.27,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251933","Pipistrellus wattsi",3.2,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251937","Pipistrellus westralis",3.2,"Pipistrellus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"251941","Pipra aureola",16.15,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251949","Pipra chloromeros",16.5,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251951","Pipra cornuta",25.3,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251955","Pipra erythrocephala",13.0870370366667,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251982","Pipra fasciicauda",15.9,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251987","Pipra filicauda",14.173333334,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"251998","Pipra mentalis",15.8285714285714,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"252029","Pipra pipra",11.15,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"252033","Pipra rubrocapilla",12,"Pipra","Pipridae","Passeriformes","Aves","Chordata","Animalia"
"252038","Pipraeidea melanonota",23.1,"Pipraeidea","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252043","Pipreola arcuata",118,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252045","Pipreola aureopectus",46,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252055","Pipreola chlorolepidota",29.5,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252059","Pipreola formosa",47.2,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252063","Pipreola frontalis",42.4,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252067","Pipreola intermedia",51.3,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252074","Pipreola jucunda",46,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252082","Pipreola lubomirskii",46,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252089","Pipreola pulchra",49.05,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252099","Pipreola riefferii",49.525,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252111","Pipreola whitelyi",50,"Pipreola","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252113","Piprites chloris",16,"Piprites","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252117","Piprites griseiceps",16,"Piprites","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252119","Piprites pileata",15,"Piprites","Cotingidae","Passeriformes","Aves","Chordata","Animalia"
"252121","Piranga bidentata",36.12,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252135","Piranga erythrocephala",21.8,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252141","Piranga flava",39.62083333375,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252159","Piranga hepatica",40.83333333375,"Piranga","Cardinalidae","Passeriformes","Aves","Chordata","Animalia"
"252173","Piranga leucoptera",18,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252178","Piranga ludoviciana",30.0309523807143,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252225","Piranga lutea",39.95833333375,"Piranga","Cardinalidae","Passeriformes","Aves","Chordata","Animalia"
"252239","Piranga olivacea",29.279166666875,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252299","Piranga roseogularis",26.95,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252304","Piranga rubra",31.0392156864706,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252357","Piranga rubriceps",37.95,"Piranga","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"252362","Pitangus lictor",25.6875,"Pitangus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"252372","Pitangus sulphuratus",64.4875,"Pitangus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"252391","Pithecheir melanurus",1,"Pithecheir","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"252394","Pithecheir parvus",104,"Pithecheir","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"252401","Pithecia aequatorialis",1787.955,"Pithecia","Pitheciidae","Primates","Mammalia","Chordata","Animalia"
"252406","Pithecia albicans",2800.07,"Pithecia","Pitheciidae","Primates","Mammalia","Chordata","Animalia"
"252411","Pithecia irrorata",1803.71,"Pithecia","Pitheciidae","Primates","Mammalia","Chordata","Animalia"
"252428","Pithecia monachus",1899.055,"Pithecia","Pitheciidae","Primates","Mammalia","Chordata","Animalia"
"252451","Pithecia pithecia",1496.878,"Pithecia","Pitheciidae","Primates","Mammalia","Chordata","Animalia"
"252495","Pithecophaga jefferyi",5460.66666666667,"Pithecophaga","Accipitridae","Accipitriformes","Aves","Chordata","Animalia"
"252518","Pithys albifrons",19.5,"Pithys","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"252525","Pithys castaneus",29.8,"Pithys","Thamnophilidae","Passeriformes","Aves","Chordata","Animalia"
"252527","Pitohui dichrous",92.9,"Pitohui","Oriolidae","Passeriformes","Aves","Chordata","Animalia"
"252532","Pitohui kirhocephalus",72,"Pitohui","Oriolidae","Passeriformes","Aves","Chordata","Animalia"
"252536","Pitta anerythra",86,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252540","Pitta angolensis",74.75,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252551","Pitta brachyura",57.5625,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252561","Pitta caerulea",202,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252564","Pitta cyanea",110,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252572","Pitta elegans",88.2125,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252582","Pitta erythrogaster",83.5,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252596","Pitta granatina",55.4,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252601","Pitta guajana",71.6428571428571,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252613","Pitta gurneyi",60.5,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252616","Pitta iris",78.9142857142857,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252631","Pitta kochi",116,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252633","Pitta maxima",190,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252636","Pitta moluccensis",76,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252641","Pitta nipalensis",118,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252649","Pitta nympha",90.25,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252657","Pitta oatesi",120,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252662","Pitta reichenowi",84,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252667","Pitta sordida",64.1666666666667,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252678","Pitta soror",114,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252683","Pitta steerii",94.8,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252688","Pitta versicolor",95.03,"Pitta","Pittidae","Passeriformes","Aves","Chordata","Animalia"
"252702","Pittasoma michleri",109,"Pittasoma","Conopophagidae","Passeriformes","Aves","Chordata","Animalia"
"252706","Pittasoma rufopileatum",96.5,"Pittasoma","Conopophagidae","Passeriformes","Aves","Chordata","Animalia"
"252710","Pituophis catenifer",2359.48664905764,"Pituophis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"252794","Pituophis melanoleucus",1485.51791228878,"Pituophis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"252893","Pituophis ruthveni",5580,"Pituophis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"252938","Pituophis vertebralis",7275.5,"Pituophis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"252982","Pityriasis gymnocephala",129,"Pityriasis","Pityriaseidae","Passeriformes","Aves","Chordata","Animalia"
"252987","Plagiodontia aedium",1267.465,"Plagiodontia","Capromyidae","Rodentia","Mammalia","Chordata","Animalia"
"253013","Plagiopholis nuchalis",53,"Plagiopholis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253018","Plagiopholis styani",26,"Plagiopholis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253024","Plagiopholis tyani",26,"Plagiopholis","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253027","Planigale gilesi",9.14153846153846,"Planigale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia"
"253067","Planigale ingrami",6.17375,"Planigale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia"
"253120","Planigale maculata",11.9352941176471,"Planigale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia"
"253172","Planigale novaeguineae",14.9,"Planigale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia"
"253176","Planigale tenuirostris",6.67133333333333,"Planigale","Dasyuridae","Dasyuromorphia","Mammalia","Chordata","Animalia"
"253224","Platacanthomys lasiurus",38,"Platacanthomys","Muridae","Rodentia","Mammalia","Chordata","Animalia"
"253229","Platalea ajaja",1425.30307692308,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253273","Platalea alba",1610.66666666667,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253292","Platalea flavipes",1788.21428571429,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253311","Platalea leucorodia",1631.92424245455,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253365","Platalea minor",1228,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253374","Platalea regia",1633.40476192857,"Platalea","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"253415","Platanista gangetica",97883.2276923077,"Platanista","Platanistidae","Cetacea","Mammalia","Chordata","Animalia"
"253469","Platanista minor",98749.1866666667,"Platanista","Platanistidae","Cetacea","Mammalia","Chordata","Animalia"
"253520","Platemys platycephala",325,"Platemys","Chelidae","Testudines","Reptilia","Chordata","Animalia"
"253531","Platyceps collaris",298.672438873488,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253557","Platyceps elegantissimus",30.4210030774213,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253570","Platyceps florulentus",152.872438873488,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253584","Platyceps karelini",117.489755493953,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253593","Platyceps najadum",950,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253607","Platyceps rhodorachis",129.540956777939,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253623","Platyceps rogersi",35.9,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253628","Platyceps ventromaculatus",208.929613085404,"Platyceps","Colubridae","Squamata","Reptilia","Chordata","Animalia"
"253638","Platycercus adscitus",114.783333333333,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253657","Platycercus caledonicus",126.721428571429,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253681","Platycercus elegans",127.504347826087,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253747","Platycercus eximius",103.404166666667,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253781","Platycercus icterotis",63.485,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253811","Platycercus venustus",88.5,"Platycercus","Psittacidae","Psittaciformes","Aves","Chordata","Animalia"
"253838","Platylophus galericulatus",128.95,"Platylophus","Corvidae","Passeriformes","Aves","Chordata","Animalia"
"253844","Platyrinchus cancrominus",9.2,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253855","Platyrinchus coronatus",9.15,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253870","Platyrinchus flavigularis",10,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253872","Platyrinchus leucoryphus",16,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253877","Platyrinchus mystaceus",9.4333333334,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253888","Platyrinchus platyrhynchos",12,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253892","Platyrinchus saturatus",10.7,"Platyrinchus","Tyrannidae","Passeriformes","Aves","Chordata","Animalia"
"253896","Platyrrhinus aurarius",35.12,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253899","Platyrrhinus brachycephalus",14.26,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253903","Platyrrhinus dorsalis",26,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253908","Platyrrhinus helleri",13.44,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253915","Platyrrhinus infuscus",50.76,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253919","Platyrrhinus lineatus",22.2771428571429,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253948","Platyrrhinus umbratus",25.17,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253951","Platyrrhinus vittatus",37.01,"Platyrrhinus","Phyllostomidae","Chiroptera","Mammalia","Chordata","Animalia"
"253957","Platysaurus capensis",9.72747884153913,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"253973","Platysaurus guttatus",22.0289794490112,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"253990","Platysaurus imperator",104.71285480509,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254004","Platysaurus intermedius",23.138767138448,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254039","Platysaurus minor",12.2,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254050","Platysaurus orientalis",12.2,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254062","Platysaurus pungweensis",17.85,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254080","Platysaurus torquatus",12.2,"Platysaurus","Cordylidae","Squamata","Reptilia","Chordata","Animalia"
"254092","Platysmurus leucopterus",182,"Platysmurus","Corvidae","Passeriformes","Aves","Chordata","Animalia"
"254097","Platyspiza crassirostris",35.5,"Platyspiza","Thraupidae","Passeriformes","Aves","Chordata","Animalia"
"254101","Platysteira albifrons",12.2,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254105","Platysteira blissetti",11.88,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254113","Platysteira castanea",13.8428571428571,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254127","Platysteira chalybea",11.7,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254131","Platysteira concreta",12.6111111111111,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254142","Platysteira cyanea",15.0125,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254152","Platysteira hormophora",13.74,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254159","Platysteira jamesoni",11.66,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254167","Platysteira laticincta",14.3,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254171","Platysteira peltata",14.8428571428571,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254185","Platysteira tonsa",11.5,"Platysteira","Platysteiridae","Passeriformes","Aves","Chordata","Animalia"
"254189","Plecotus auritus",9.23428571428571,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254233","Plecotus austriacus",9.53333333333333,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254255","Plecotus kolombatovici",9.6125,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254269","Plecotus rafinesquii",11.1,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254278","Plecotus teneriffae",9.6125,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254291","Plecotus townsendii",14.25,"Plecotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Animalia"
"254300","Plectorhyncha lanceolata",38.7142857142857,"Plectorhyncha","Meliphagidae","Passeriformes","Aves","Chordata","Animalia"
"254317","Plectrophenax hyperboreus",40.5656862747059,"Plectrophenax","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"254375","Plectrophenax nivalis",38.5940476192857,"Plectrophenax","Emberizidae","Passeriformes","Aves","Chordata","Animalia"
"254456","Plectropterus gambensis",5162.24444446667,"Plectropterus","Anatidae","Anseriformes","Aves","Chordata","Animalia"
"254495","Plegadis chihi",574.583333333333,"Plegadis","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"254540","Plegadis falcinellus",604.626666666667,"Plegadis","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"254597","Plegadis ridgwayi",584,"Plegadis","Threskiornithidae","Pelecaniformes","Aves","Chordata","Animalia"
"254609","Plestiodon anthracinus",3.66770500465611,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254643","Plestiodon brevirostris",4.16869383470335,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254651","Plestiodon chinensis",37.2262666916715,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254670","Plestiodon copei",5.28353195358119,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254701","Plestiodon egregius",0.617859191676395,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254739","Plestiodon elegans",9.95569019101189,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254758","Plestiodon fasciatus",6.65390152523186,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254822","Plestiodon gilberti",15.0317137794203,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254847","Plestiodon inexpectatus",8.15636359721499,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254896","Plestiodon lagunensis",5.128,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"254920","Plestiodon laticeps",28.0926911284754,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255004","Plestiodon latiscutatus",8.24405173927562,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255040","Plestiodon lynxe",3.72503166448033,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255063","Plestiodon multivirgatus",5.39965345997841,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255083","Plestiodon obsoletus",30.220270653212,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255179","Plestiodon ochoterenae",3.46736850452532,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255186","Plestiodon parviauriculatus",2.75422870333817,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255193","Plestiodon quadrilineatus",8.12830516164099,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255205","Plestiodon reynoldsi",2.47480605922209,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255240","Plestiodon septentrionalis",7.02958971121356,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255287","Plestiodon skiltonianus",5.50514578423439,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255336","Plestiodon sumichrasti",9.54992586021436,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255345","Plestiodon tamdaoensis",27.5422870333817,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255352","Plestiodon tetragrammus",4.96234111343065,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255396","Plestiodon tunganus",5.62341325190349,"Plestiodon","Scincidae","Squamata","Reptilia","Chordata","Animalia"
"255403","Plethodon cinereus",0.888721052631579,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255466","Plethodon dorsalis",0.715815333333333,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255484","Plethodon glutinosus",4.06859191666667,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255524","Plethodon jordani",2.8412539,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255559","Plethodon kentucki",5.05,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255568","Plethodon neomexicanus",2.47,"Plethodon","Plethodontidae","Caudata","Amphibia","Chordata","Animalia"
"255586","Pletholax gracilis",3.38844156139203,"Pletholax","Pygopodidae","Squamata","Reptilia","Chordata","Animalia"
"255602","Pleurodema thaul",4.85,"Pleurodema","Leiuperidae","Anura","Amphibia","Chordata","Animalia"
"255619","Plica pansticta",29.5120922666639,"Plica","Tropiduridae","Squamata","Reptilia","Chordata","Animalia"
"255625","Plica plica",63.6534703780649,"Plica","Tropiduridae","Squamata","Reptilia","Chordata","Animalia"
"255673","Plica umbra",16.0413648563678,"Plica","Tropiduridae","Squamata","Reptilia","Chordata","Animalia"
"255709","Plocepasser donaldsoni",41.2875,"Plocepasser","Passeridae","Passeriformes","Aves","Chordata","Animalia"
"255717","Plocepasser mahali",45.5285714285714,"Plocepasser","Passeridae","Passeriformes","Aves","Chordata","Animalia"
"255735","Plocepasser rufoscapulatus",43.2125,"Plocepasser","Passeridae","Passeriformes","Aves","Chordata","Animalia"
"255742","Plocepasser superciliosus",34.775,"Plocepasser","Passeridae","Passeriformes","Aves","Chordata","Animalia"
"255752","Ploceus albinucha",26.8625,"Ploceus","Ploceidae","Passeriformes","Aves","Chordata","Animalia"
